Reporte:,Detalle de facturas de grupos de locales,,,,,,,,,,,,
Periodo:,01 de noviembre de 2024 al 28 de noviembre de 2024,,,,,,,,,,,,
,,,,,,,,,,,,,
Nombre Local,ID Factura,Fecha Fin Transaccion,Codigo Interno del Producto,Codigo producto (Elemetrica),Descripcion del Producto,Descripcion de la Categoria,Categoria 2,Subtotal,Descuentos,Impuestos,Total,Unidades Vendidas,Precio
Restaurant 1,20241101_295157_V10G,1/11/24 18:47,553,casacasco01-5d78e012c5714e63_553_d12de72fca1b0104,Berry Mix Copa, Bebidas Alcoholicas, SUBPRODUCTOS DE BARRA,0,0,0,0,1,0
Restaurant 1,20241101_295169_V10G,1/11/24 18:49,10902032,casacasco01-5d78e012c5714e63_10902032_9b752e3ca2d65c72,Cousino M DL Chard Servicio, Bebidas Alcoholicas, VINO BLANCO,40,0,2.8,42.8,1,40
Restaurant 1,20241101_295169_V10G,1/11/24 18:49,3204,casacasco01-5d78e012c5714e63_3204_7f6d6ff93fafa480,Empanaditas Ropa Vieja, KOBORE, KOBORE TERRAZA,15,0,1.05,16.05,1,15
Restaurant 1,20241101_295257_V10G,1/11/24 18:53,10300002,casacasco01-5d78e012c5714e63_10300002_3decec02e5bb07f7,Abuelo 7  Trago, Bebidas Alcoholicas, RON,0,0,0,0,2,0
Restaurant 1,20241101_295257_V10G,1/11/24 18:53,11000010,casacasco01-5d78e012c5714e63_11000010_c153699ccee59b66,Corona Botella 355ML, Bebidas Alcoholicas, CERVEZA,0,0,0,0,2,0
Restaurant 1,20241101_295257_V10G,1/11/24 18:53,2229,casacasco01-5d78e012c5714e63_2229_2e9bc523755e327f,Montaditos Lomo Saltado,,,0,0,0,0,1,0
Restaurant 1,20241101_295257_V10G,1/11/24 18:53,744,casacasco01-5d78e012c5714e63_744_5ed9bc898cd66bae,Vaso Chelado, Bebidas Alcoholicas, CERVEZA,0,0,0,0,1,0
Restaurant 1,20241101_295257_V10G,1/11/24 18:53,745,casacasco01-5d78e012c5714e63_745_5feee2fec047117b,Vaso Michelado, Bebidas Alcoholicas, CERVEZA,0,0,0,0,1,0
Restaurant 1,20241101_295175_V10G,1/11/24 18:54,2311,casacasco01-5d78e012c5714e63_2311_9e4187e439cbea5b,Sea & Meat,,,36,0,2.52,38.52,1,36
Restaurant 1,20241101_295175_V10G,1/11/24 18:54,11000015,casacasco01-5d78e012c5714e63_11000015_1df5bd2f7d4b869e,Balboa Roja lata 330 ml, Bebidas Alcoholicas, CERVEZA,30,0,2.1,32.1,6,5
